a1,a2,b1,b2,c1,c2,d1,d2,conc
0.402118097849076,0.06905780374196878,0.41143040130551906,0.35568778875310036,-0.7314831804351911,0.012697676120129273,-0.05010765353200386,-0.0019041421083170473,0.759865055827571
-0.3387964973100864,-0.05786101537912826,0.16262309272469674,-0.8977024437475255,-0.06601744357398556,-0.04016613815937651,-0.20839625171194345,0.01234784490582179,0.252685873740168
-0.15708385739569525,0.4449257932436475,0.26848533404770825,-0.3503697545542236,-0.23054321974236477,-0.5487331563354805,0.3912375446755468,0.2742212452606066,0.4196297998224123
0.14898844489579927,-0.3041353209574581,0.04218451808525542,-0.24248626070383733,-0.11876018557877882,-0.1278681334254718,0.25714713825136926,-0.8533147940251191,0.5886309833147629
-0.5361462104525404,0.19777379540850096,-0.5966849022039752,0.5245471440658982,0.14109107041102645,-0.07443721477456933,-0.11251834373797556,-0.06436009035556942,0.3177587262917544
0.07287144040205332,0.04834289922396465,0.007366920234185198,0.7932068234403377,0.04492353637036031,0.2812011447144649,0.5265707912688815,0.0689374707689753,0.5157206241265625
0.46294032843102473,0.3734229582157368,0.2360543655198988,0.38320228834060555,-0.4636221951815994,0.32763419862416276,-0.22576055752496677,0.2653645643487806,0.28473502785553073
-0.29472555256595234,0.7193249931476973,0.004923091723526882,-0.3428981870285711,0.4870847222175615,-0.0633237817495026,0.05503669118859134,0.18388728631516071,0.40006202703578714
-0.6436795933506698,0.4324787131631245,-0.31598141758236853,0.22587205397023646,-0.34339095532697717,0.2451528942721325,-0.14917501308710351,-0.21795831813141003,0.5369622111826591
0.06945686137721595,-0.11155582772389216,-0.27020434421277467,0.14997965891958237,0.7605098566373056,0.49266827552891096,0.1026255548653805,-0.2357911782082191,0.5207101208903364
0.09803906816545074,-0.4068221732987978,-0.012938532237128292,-0.013549467082734905,0.45766243852319805,0.18786711792636823,-0.6396010424928844,-0.4131520441194396,0.6445149684093147
0.24670976392860808,0.10159269547793998,0.4464470535953987,0.279302247689741,0.13754007591681106,0.6009546098306612,0.5099422710740563,-0.10669425472429245,0.7434541707680927
-0.5249950581784044,0.3188886008807659,0.037089420307864746,-0.48753459789717934,-0.39759284184032956,-0.42111364657618394,0.05568023478848276,-0.2123854517370774,0.5262900381966252
0.09145495125503735,0.4921771957525136,0.2335470623656064,0.5140100060286451,0.07022593118367085,0.5667610196295656,0.1867188671078106,0.26388143761692606,0.34077396869448334
-0.12961542436955514,-0.11474238656991473,0.15128621869220285,0.0920103986618097,0.1540987586442319,0.24994758630457073,0.8990842404429397,0.21001880471428852,0.40921580751267805
-0.5746179076269669,-0.5536585959662153,-0.5553344488568204,0.12489265723970024,-0.027093723489110155,-0.07441982418299142,0.06818365290025916,-0.16840576837171894,0.31633934901619876
-0.14780191813840393,-0.4722014688164946,-0.1586695620640468,-0.14830622258794915,0.012916735104381627,-0.036779325071784885,0.8391980329165246,-0.04729377346748402,0.8340015865001802
0.3834533658327608,-0.07084959211469936,0.049062016541130446,0.44295995924356635,-0.1387963653913506,-0.18287826734698226,0.6607882328177734,0.39996657888434145,0.545512091037922
-0.28843262779145484,0.24104990399532522,-0.2438347406402684,-0.5921449062565487,0.012566458844696815,0.566649204730437,-0.33832707296493636,-0.1135612031017778,0.45797458054822326
0.08688312051270744,0.09312481365546882,0.26186812454054,-0.1248489304558251,0.8595465195635923,0.10570851107924097,0.3754406086524383,-0.09309545172282749,0.4478891900004365
-0.07630848800653763,0.6514320881761868,0.35257540132796084,-0.029057999564401638,-0.2557154887923004,0.5490599668954625,-0.20961066357332528,-0.18402602928154,0.771488847966429
-0.05332619378942616,-0.6291166813596589,-0.2850906881501414,0.04565254835094579,-0.44635996948398793,0.3159802274262792,-0.4678301728049149,0.007865467646548635,0.8255552515327326
0.00378514008229619,-0.6058075002746794,-0.2224258128166423,0.22212066835126698,0.2874104139871953,0.4571593296780321,0.4879192005329634,-0.06713841509046226,0.5748064270275485
0.86076620665984,-0.1644234440735787,0.3721535625591807,-0.17778693074623456,-0.1487402448786347,-0.10768842193916606,0.11833135213638904,-0.1192360519181414,0.38122868948608246
0.5462654770445959,0.021831926016345343,-0.0684361060945961,-0.5804028364841021,-0.31882933107179434,-0.4213989295486843,0.2822085365056033,-0.026373928914274675,0.8760105446408399
0.04283659341264856,-0.3078067812751189,0.8157507332256557,0.053824266731660755,-0.3941621819387656,0.12140036182705372,0.24469503963706846,-0.07138743077741534,0.7060307275909022
0.6069921000823476,-0.015475186374586253,0.05298800947040572,-0.050604941541892545,0.5045739785549077,-0.16333379643011647,-0.2368378264692836,-0.5372034389786623,0.669800621598233
0.4981961942425472,-0.21827976121763148,-0.6890684283167011,0.1005515509730281,0.21890458880824848,-0.31551151663233235,-0.18525572150113476,-0.1934997832072091,0.5915709841064168
